GT_x, GT_y, GT_z, Est_x, Est_y, Est_z
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.00048217856793585545, 0.005430859870776296, 1.1580125707761355
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004835097233364161, 0.005430786396581369, 1.158012578574389
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004847905713208852, 0.005430623617284297, 1.1580125658690408
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.00048603266587929106, 0.005430384148304974, 1.1580124945660373
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004872280296706169, 0.005430095656499408, 1.1580123957467914
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004883834895554703, 0.005429719102880224, 1.1580123313835708
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.000489487108379634, 0.005429258818483753, 1.1580122308246654
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004905114734024614, 0.005428777394301643, 1.1580120446135498
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004914382693685877, 0.005428276903569675, 1.158011865495325
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004922768692905261, 0.0054277082527587, 1.1580117158901604
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004930272296148487, 0.005427032910070974, 1.1580115566581515
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004937057919248954, 0.0054262512942407, 1.1580113979944684
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004943546891913003, 0.005425383464731552, 1.158011222843337
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004949727861390381, 0.00542445936262988, 1.1580109975585462
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004955242763539092, 0.005423529154811673, 1.1580107522231435
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004959838778299777, 0.005422595247806895, 1.1580105147649438
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004963484842350929, 0.005421616822265045, 1.1580102674876729
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004966237592934301, 0.005420573403580977, 1.1580100092530572
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004968150475213854, 0.005419471419366558, 1.1580097421582032
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004969577678041645, 0.0054183244966130965, 1.158009465866296
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004970790652208207, 0.005417137773217952, 1.1580091819087408
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004971397590539217, 0.0054159024843333054, 1.158008875096811
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004971077712831114, 0.005414624791844344, 1.1580085780813827
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004970175838486869, 0.0054133109388558535, 1.15800830573603
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004968990073197117, 0.005411911206357781, 1.1580079974722128
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004967297821747999, 0.005410425944530801, 1.1580076451554127
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004965038913470507, 0.005408914942669338, 1.1580072471040836
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004962453201559094, 0.0054073890323514465, 1.1580067626944048
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004959658326847046, 0.005405856812432284, 1.1580062161225846
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004956788113485132, 0.005404337765487571, 1.1580056551582971
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004953744036521194, 0.005402797658463363, 1.158005091529605
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004949817971802203, 0.0054012188580499, 1.1580045400459413
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004944404112788165, 0.0053996127271088955, 1.1580040179329567
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004937577222738091, 0.005397941230513376, 1.1580035202900258
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004929957651724496, 0.005396196665687857, 1.158003050263783
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004922122466099624, 0.0053944030098187525, 1.1580026306123927
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004914122571026885, 0.005392561641567802, 1.158002255064895
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004905593797090985, 0.005390693953796043, 1.1580018752285959
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004896343583715676, 0.005388843152730714, 1.158001471262579
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004886494384847952, 0.005386985168277008, 1.1580010822158915
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.00048759189181242713, 0.005385044414143802, 1.1580006927383593
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.00048644737268757393, 0.005383032634297423, 1.1580002715336752
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004852084871942594, 0.0053810026068799345, 1.157999830282212
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004839057620312224, 0.005378921670807181, 1.1579993313987142
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004825994619805578, 0.0053767566732603215, 1.157998740982848
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.00048127243793135533, 0.0053745355596122035, 1.1579981004297581
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.00047985847628161647, 0.005372268885464877, 1.1579974686133683
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.0004783485371326117, 0.0053699796007178864, 1.1579968083288308
-0.00048076088081269166, 0.00543087869288187, 1.1580125624983422, -0.00047674131135461633, 0.005367703303043615, 1.157996079472534
-0.0005539935533255972, 0.0054309765768927, 1.1580120832467424, -0.00047499876388200536, 0.005365433994618044, 1.1579953174064817
-0.0005539935533255972, 0.0054309765768927, 1.1580120832467424, -0.000473144185317775, 0.005363138797795991, 1.157994535451019
-0.0005539935533255972, 0.0054309765768927, 1.1580120832467424, -0.00047122652707688793, 0.005360805784998437, 1.157993742204301
-0.0005539935533255972, 0.0054309765768927, 1.1580120832467424, -0.0004692739729410145, 0.005358431746953522, 1.1579929254690067
-0.0005539935533255972, 0.0054309765768927, 1.1580120832467424, -0.0004673199593455348, 0.005356010612337538, 1.1579920655871407
